ID Produk,Produk,Review Produk,Label
A124,Hadalabo: Tamagohada Mild Peeling Face Wash,beli kemaren lagi jerawat telah baca review putricaya harga murah bau enak aja lebih facial foam banding ling ga asa efek exfoliate sih sekarang bikin muka kering malah jerawat cepat kering sekarang bekas mulai pudar mingu akhir cuma nambah aja kok skincare regime hasil bagus jerawat,positive
A125,Hadalabo: Tamagohada Mild Peeling Face Wash,my first chemical pel facewash cocok banget asa sangat bersih kulit pakai tamagohada face wash using it with the whole anti aging set and i have no complaint so far kadang ga pakai moisturizer milknya sih kalau kulit banyak produksi minyak sat sedang haid ada ling hanya pakai produk kalau malam hari karena takut efek ling kena matahari jakarta pagi siang hari p biasa beli versi set anti aging set guardian dgn harga sangat ramah kantong soal jadi mudah kalau bawa traveling,positive
A126,Hadalabo: Tamagohada Mild Peeling Face Wash,pertama beli liat beberapa review produk kayak bagus sayang engak cocok muka aku pakai beberapa hari muka malah jadi bruntusan jerawat kecil gitu tekstur sih lembut aku kira scrub nya nyata engak,negative
A127,Hadalabo: Tamagohada Mild Peeling Face Wash,beli iseng iseng karna baca review hada labo banyak bagus bagus semua akhir coba tapi gatau ini cocok sama sekali aku bikin beruntus terus perih di mata coba pakai semingu akhir stop balik acne jerawat beruntus langsung ilang,negative
A128,Hadalabo: Tamagohada Mild Peeling Face Wash,kayak aku bener cocok sama produk hada labo gatau dari semua seri fw yg parah aku tidak cocok sama yg wajah jadi muncul jerawat gede gitu beli produk hada labo ga pernah habis pakai t t dulu awal pakai tahun komplit versi yg gokujyun tekstur wajah emng jd jauh lebih baik cerah aja ga kuat sama jerawat yg gede gitu akhir ganti series shirojyun tp tetep aja jerawat ga kalem t t padahal hasil bagus bgt kulit wajah aku kemarin nyoba beli yg beli perlu timbang yg mateng soal kapok pakai produk hada labo eh bener aja dong aku beli fw yg pakai semingu cuma kali tetep muncul jerawat gede padahal belum wajah jarang bgt jerawat kalo ga pa pm aja kulit aku tipe oily sensitive to acne prone sekarang fw nya ga aku pakai padahal mas banyak bgt repurchase no way,negative
A129,Hadalabo: Tamagohada Mild Peeling Face Wash,harga murah mudah dapat sayang cocok muka gue padahal orang cocok makenya sengaknya tidak bikin muka gue minyak jerawat gue nambah gue coba mingu pake dan alhasil jerawat awal cuma eh nambah jadi lebih kapok ah,negative
A130,Hadalabo: Tamagohada Mild Peeling Face Wash,awal harap bgt fw akhir cari skin care karna liat review bagus bagus cocok apa lg jadi best winer fd baru hari muncul bruntusan ngederet atas ali lanjut semingu muncul bruntusan dagu sampe leher sampe akhir ga kuat putus stop balik fw acne yg tadi fokus ilangin bekas jerawat malah balik ngusir bruntusan jerawat kecil nya,negative
A131,Hadalabo: Tamagohada Mild Peeling Face Wash,pakai bulan daily cleanser efek cuci muka ada asa apa apa rasa minyak wajah hilang jangka panjang produk buat progres jerawat iseng sempet ganti sama hadalabo putih for oily skin malah rasa lebih cocok itu pa ke produk aku baru ngeuh kalau nyata micu jerawat akhir tidak aku pakai,negative
A132,Hadalabo: Tamagohada Mild Peeling Face Wash,ngeliat review banyak cocok pake fw yaudah ngajak temen beli bareng yang tadi jerawat tingal biji hari pertama oke eh depa mulai satu satu muncul tekstur kulit ga halus beruntus terus calon calon jerawat padahal harap banyak banget fw udah ken dr lama,negative
A133,Hadalabo: Tamagohada Mild Peeling Face Wash,goda beli inicoz kata lembut cocok banget ling buat kulit super sensi wangi enak bangettidak menyengattidak perih sat gosok area mata sayanggue cocokdihari pertama gue pakek muka gue kayak ketarikmengeriputdan pagi langsung bruntusan sakit daerah pipi nasibpunya kulit sensian ginipadahal komedo gue banyak banyak akhir,negative
A134,Hadalabo: Tamagohada Mild Peeling Face Wash,i wish i could love this but padahal masa tulis mild ling cuma kalo pake bikin muka aku gatel merah jerawat i know krn efek ahabha yg bikin turn over kulit jd lebih cepet otomatis efek purging aku tahan lebih suka yg seri gokujyun,negative
A135,Hadalabo: Tamagohada Mild Peeling Face Wash,awal pake muka fine aja aku makenya semingu kali nah mingu muka oemji jerawat muncul utama t zone banyak bgt bener yg kecil gede oiya fyi kulit ku kombinasi oily jd kayak ga cocok sama facial wash hada labo yg hu,negative
A136,Hadalabo: Tamagohada Mild Peeling Face Wash,sebenernya aku suka banget sama fw soal kan mild ling gitu jadi lebih soft yang physical ling sayang cocok aku pakenya malah bruntusan makin lama makin bruntusan i stop,negative
A137,Hadalabo: Tamagohada Mild Peeling Face Wash,gatau ga cocok sama produk hadalabo awal pakai fw bener bner enak wajah lembut bersih aja eh ga lama seminguan langsung banyak muncul purging breakout gitu padahal syg bgt buat tekstur kulit ku enak alhasil sekarang ga pernah ku pakai,negative
A138,Hadalabo: Tamagohada Mild Peeling Face Wash,aku pake udh abis tube so far cleanser cucok sangat aku aneh sebenernya padahal cleanser busa which is bikin muka keset n tarik after use tp justru cleanser yg bikin kulit kalem belum aku pake taphil tp jerawat muncul aja klo skr jerawat mas tp gede gaban yg bikin pede gitu kluarnya cm sat tentu misal pa pm yg bikin sebel susah cari di hypermarket gitu ga slalu di drugstore kadang kadang tidak jd hr online pdhl klo tiba abis kan susah hr nungu paket dtg dl mau ga mau jd nyetok,negative
A139,Hadalabo: Tamagohada Mild Peeling Face Wash,dulu aku beli face wash niat buat gantin sabun dokter pa pertama kali pake muka langsung kusam kusam tangung muka langsung liat kelap tingkat aku pikir ah mungkin peras aja kan eh langsung dinyinyirin sama nyokap muka kusam banget kayak dekil gitu pa aku pake dua kali tetep sama aja muka liat kusam akhir langsung aku stop aja kondisi kulit makin parah,negative
A140,Hadalabo: Tamagohada Mild Peeling Face Wash,realy realy realy want to love this product apa daya nga cocok pertama kali pake rasa kulit jadi super bersih halus neng banget lalu aku lanjutin sama skincare rutin lai beberapa menit kemudian wajah panas gatel yg akhir muncul bentol bukan bruntusan kayak kalo alergi abis makan seafod yg nga bersih besok aku coba karena penasaran terus bentol yg sama muncul padahal nga diterusin skincare rutin lanjut positif kandunganya yg bikin aku alergi,negative
A141,Hadalabo: Tamagohada Mild Peeling Face Wash,juara banget bikin muka aku bruntusan dibarengin sm starter pack yg seri gokujyun sempet jg waktu cuci muka trs masuk mata lgsg cpt bilas besok mata lgsg merah gatel bgt smpe sekarang jg msh merah gatel bgt,negative
A142,Hadalabo: Tamagohada Mild Peeling Face Wash,it break me out teribly baru sekali pake muka ku langsung merah sakit bruntusan aku baca kalo aha bha can help kulit yg kombinasi sensitif acne prone jg berkomedo lengkap derita tp pake malem cu pagi nya aku kaget liat muka ku merah ada brp jerawat kecil,negative
A143,Hadalabo: Tamagohada Mild Peeling Face Wash,awal awal pake produk hasil kayak biasa aja ngefek sama sekal semingu pakai kemudian cuci muka pake produk muka aku jadi kaku banget super duper kering sampe kelupas repurchase big no,negative
A144,Hadalabo: Tamagohada Mild Peeling Face Wash,nyesel banget pake semua review bagus niat ken mulus beli lah untung yg smal size coba dulu gt karna kandung aha bha picu reaksi purging oke purging dulu semingu mingu tiga mingu empat mingu masuk mingu lima astaga aku nga kuat stop maksain bakal cocok jerawat kayak tabur beruntus parah nga ilang sampe sekarang ampun huhuhu bagi ngebersihin efek muka jd lebih cerah pa abis cuci muka fair lah,negative
A145,Hadalabo: Tamagohada Mild Peeling Face Wash,aku beli krn liat review nya bagus vloger nadya aqila kalau ga salah nyata ga cocok banget dia aku baru beberapa kali pake gatau bikin break out kulit jadi kering gitu,negative
A146,Hadalabo: Tamagohada Mild Peeling Face Wash,bikin jerawat kecil huhu sedih banget padahal ken cocok produk ling jangkau cukup mudah cari akhir aku baru tau kalo aku ga cocok sama bha salicylic acid kalo ga salah ada bha salicylic acidnya,negative
A147,Hadalabo: Tamagohada Mild Peeling Face Wash,kok orang pada cocok pake produk gw beli krn baca reviewnya bagus trus ringan cocok buat bumil brarti ringan bgt pikir gw pa gw coba mlh jerawat zonk bgt lh tp pa liat review org lg bnyk jg yg ga cocok,negative
A148,Hadalabo: Tamagohada Mild Peeling Face Wash,hem no aku ga cocok malah bikin brutusan jerawat malah makin kusam hem padahal banyak yg cocok di aku enga ngelembabkan iya sih tp buat apa kalau kusam plus brutusan mana skrg jerawat aku gede gede padahal belum ga pernah,negative
A149,Hadalabo: Tamagohada Mild Peeling Face Wash,ekspektasi lumayan karna liat review pertama kali coba beruntus muncul pipi oke kirain purging adaptasi kali coba numbuh jerawat kecil tiga kali coba jerawat jadi gede n merah kayak emg gapernah cocok sama facewash hadalabo dlu pernah pakai yg biru bikin beruntus jg eh yg malah jerawat super gede merah fyi muka jarang bahkan hampir ga pernah jerawat emg gajodoh sama hadalabo,negative
A150,Hadalabo: Tamagohada Mild Peeling Face Wash,ujur beli muka lg beruntus bgt ken ngilangin beruntus sekaligus nyerahin muka karena ada exfoliatingnya plus temen aku rata cocok reviewnya bagus bgt sini aku super ga cocok sm bersih muka yg tadi beruntus jidat jadi jerawat di pipi rahang plus gatau muka aku jadi gatel bgt pernah pagi bom cuci muka efek gatel dong akhir ga kuat takut jerawat makin parah akhir stop pake balik hada labo gokyujun langsung kurang dong jerawat beruntus aku muka aku ga gatel hu fix ga cocok sama btw tekstur lebih thick yang gokyujun shirojyun,negative
A151,Cosrx: Low pH Good Morning Gel Cleanser,kulit wajah cenderung kering akhir akhir bikin jd tricky pilih bersih second cleanser bentuk facial foam low ph ga bikin muka kering cari cari refrensi akhir nemu si cosrx telah pakai memang benar nga bikin muka tarik yay tube nya yg besar pakai ga banyak bikin produk awet harga yg ribu jd lihat worthy smels okay le fragrance which is good kalau habis lama online shop banyak yang jual saya nga masalah hehehe so far nemu minus nya repurchase yes,positive
A152,Cosrx: Low pH Good Morning Gel Cleanser,udah abis botol pikir buat ganti face wash enak bgt pake tidak bikin muka jadi kering dan bikin jerawat jd cepat kempes aku biasa pake cleanser ini malam aja buat double cleansingnya akhir nemu face wash yg cocok buat muka kering acne prone ku,positive
A153,Cosrx: Low pH Good Morning Gel Cleanser,aku pake second cleanser cocok kulit aku yg kombinasi lebih arah kering low budget bgt poin plus punya bha bagai daily exfoliator wangi buat aku terlalu gangu bikin kulit soft gitu habis make,positive
A154,Cosrx: Low pH Good Morning Gel Cleanser,cleanser enak banget kalo aku rasa refreshingnya gitu pa bilas jadi seger trus kalo pagi suka gampang ngeluarin komedo jadi pa dimasage pelan busa keluar oiya jadi tetep busa tp gp sih asa komedo yg ikut keluar pernah baca webnya cosrx pro tip nya pakai pa wajah kering baru bilas aku sih nyoba cara beneran enak loh cuma kulit aku yg dry sensitive and acne prone jadi kalo lama didiemin abis cuci muka tetep kering sih tp bukan dr sabunya turut overal i m so in love with this product repurchase ini mah worth it kok gede jangkau harga,positive
A155,Cosrx: Low pH Good Morning Gel Cleanser,super gently face wash bagus yang mau coba lepas dr face wash dokter kulit hehe bener nga bikin kulit tarik nga wangi isi super banyak literaly banyak mungkin bakal cukup bulan i gues mau mulai coba product cosrx yg lai minus tube nga kenceng jd gampang bgt masuk air kadang hehe tp overal sangat bagus kok,positive
A156,Cosrx: Low pH Good Morning Gel Cleanser,my holy grail clenser yg selalu aku pakai semenjak pakai pertama suka banget sama wangi tekstur gel seperti clenser lain pokok temu tidak pernah ganti clenser lain haha clenser baik banget pokok,positive
A157,Cosrx: Low pH Good Morning Gel Cleanser,in love banget sama gel cleanser cosrx bahkan sat pertama kali pake bikin kulit kering tarik bikin tekstur kulit jadi halus aku kurang jerawat minyak muka bikin kering harga cukup jangkau aku pernah habis pake b cream lupa cleansing pake bersih kapas biasa alhasil bener ngehapus semua base makeup ku tuntas love it,positive
A158,Cosrx: Low pH Good Morning Gel Cleanser,my curent facial wash suka banget sama doi awal pake facial wash klinik cantik paket sama cream creamnya ken lepas semua bau klinik klinik cantik gitu jadi aku ganti facial washku awal coba pake facial wash brand a sukses bikin wajah breakout huhu aku langsung stop pake facial wash brand a sekitar minguan cuma cuci muka pake oatmeal belum nemu facial wash cocok baca baca review ketemu sama cosrx low ph awal maju mundur mau beli takut ga cocok akhir kebel alhamdulilah cocok ga bikin breakout ga bikin wajah kering tarik kalo abis cuci muka harga banding sama isi buanyak buanget wkwk bakal repurchase kalo abis d,positive
A159,Cosrx: Low pH Good Morning Gel Cleanser,love it sososososososomuch aku pake tiap pagi kalo lg ga pake makeup malem suka pake gentle bgt gada efek tarik sama sekali pake sedikit aja udh cukup harga jangkau ukur ml which is worth it bgt wangi cukup tenang aku yg paling penting ga bikin jerawat,positive
A160,Cosrx: Low pH Good Morning Gel Cleanser,cocok semua jenis kulit which is dr oily sampe sensitive dry kulit yang kadang oily bngt kadang kering bngt kadang merah ruam harga worth it lah ukur tube yg besar ml tp kalau mau coba dulu banyak yg jual share size online shop ap,positive
A161,Cosrx: Low pH Good Morning Gel Cleanser,super gentle cleanser efektif krn ph rendah trs jg bha jd cocok buat acne prone skin klo gk salah tea tre sedikit awal mgkn biasa sama bau mirip detol gitu hehe tidak mengangu sih buat yg sering jerawat coba hehe,positive
A162,Cosrx: Low pH Good Morning Gel Cleanser,suka banget pakai botol dua ngebantu banget prose sothing break out aku yg super parah lepas dokter jerawat tetap sih bukan yg cystic acne gede kulit aku kombinasi nga jelas kering kering minyak lebay daerah t with acne mungkin cocok banget kulit kering krn nga bikin kulit super tarik recomend banget utk coba share size jual online shop,positive
A163,Cosrx: Low pH Good Morning Gel Cleanser,pakai buat gel cleanser bisa sekali hapus makeup bisa pakai foaming wash kalau mau pakai buat foaming baik pake foaming net biar busa banyak tube nya gede jadi ngak habis habis,positive
A164,Cosrx: Low pH Good Morning Gel Cleanser,my favorite fw so far ph balanced bagus buat suka make exfo treatment bantu dekat ph buat daya kerja acid lembut kulit aq kalo pake pake ama bantu scrub gitu kalo pake mekap butuh bersih bisa bersih sisa mekap nah pake bersih kok kentara soal selesai pake pake toner dgn kapas kapas bersih kok hasil kayak sisa mekap ada udah hilang ama fw oh yah pakai mekap mata baik bersih pakai bersih khusus mekap dulu soal mata kan jadi kalo kata jangkau sampe jauh lashline mungkin pake fw haha jadi yah logika aja bisa bersih bekas nya bersih makeup remover kalo bedak aja bersih kok cuma mekap mata aja yg khusus emang selalu pembersihanya lebih baik sendiri dulu awal so low ph no bau buat no awet aman buat kulit sensitif lembut mampu bersih mekap baik bilang mahal maupun murah pake cukup sampe x hari lama bulan tube ml jadi lumayan lah worthed for what i ned it to be,positive
A165,Cosrx: Low pH Good Morning Gel Cleanser,super suka cleanser karena ringan ga bikin breakout or kulit rasa tarik bahkan dengan bersih tuntas bersihin sponge makeup benar ga salah pernah cobain cleanser recomended,positive
A166,Cosrx: Low pH Good Morning Gel Cleanser,baca review tg produk hasil yakin diri buat nyobain bener suka sama hasil pernah sih beberapa kali ngerasa kayak tarik gitu cuma pa awal aja sekarang udah beberapa kali pake enga tiap abis pake rasa lembut dan kenyal banget muka aku and i m going to re purchase this product again,positive
A167,Cosrx: Low pH Good Morning Gel Cleanser,suka banget sama semua produk skincare cosrx masuk cleanser walau nama good morning pakai cleanser gel pagi malam untuk malam hari biasa pakai mengunakan cleanser lai sebagain penetralisir ph cleanser bikin kulit asa kering telah cuci muka wangi wangi tea tre jadi seger gitu pa cuci muka harga cukup jangkau isi banyak baget jadi tahan hinga beberapa bulan saya sendiri baru pakai satu bulan isi sangat banyak tidak tau tahan berapa lama nih,positive
A168,Cosrx: Low pH Good Morning Gel Cleanser,i m so in love with this product it s so gentle tidak bikin wajah aku asa tarik cuci muka nama good morning gel cleanser bukan arti bisa guna sat pagi hari guna malam hari sah sah aja bentuk clear gel non fragrance which is nice kuantitas cukup banyak aku pakai tiap pagi malam hampir bulan produk ga habis habis i think it s a good deal harga rp,positive
A169,Cosrx: Low pH Good Morning Gel Cleanser,repurchase kali hasil muas banget kulit kombinasi bagi t minyak pake buat kulit ga kering ga minyak bagi t cocok buat ak acne prone mungkin karna ph balance jadi kulit d wajah langsung balance belum ak coba hadalabo nyata terlalu moist buat kulit akhir jerawat kecil kecil jidat,positive
A170,Cosrx: Low pH Good Morning Gel Cleanser,finaly nyobain cleanser baca review penasaran aja gimana sih face wash yg low ph jadi beda sama fw biasa tuh busa ga banyak tp nyata cukup efektif bersih kotor cukup biji kacang aja guna seluruh wajah plus bisa hilang make up yg mesti pakai make up remover dulu tp kl male langsung ajaoya wangi kaya tea tre gitu buat sih ga terlalu mengangu telah cuci muka wajah jadi lembab bukan kesat cukup puas lah cleanse value for money banget saya,positive
A171,Cosrx: Low pH Good Morning Gel Cleanser,ampuh bersihin kotor muka ga bikin muka tarik abis pake biasa pake sabun cuci muka yg pst tarik daerah pipi jidat tp ngak sama skali wangi enak definetely repurchase,positive
A172,Cosrx: Low pH Good Morning Gel Cleanser,recomended banget sabun nya ga efek tarik tidak kesat wangi nya enak kulit jadi halus gimana gitu harga tidak terlalu mahal pake sedikit aja udah buat berishin muka,positive
A173,Cosrx: Low pH Good Morning Gel Cleanser,facial cleaner yg bagus bukan yg bikin keset gitu jg abis dipake muka ga bakal keset tp awal makenya kyk sensasi freze dikit bilas kulit muka enak banget minyak luntur semua ga reaksi alergi apa pdhl kulit muka minyak trmasuk sensitive stlh cuci pake lanjut pake toner bha a sol trus moist pake yg oil fre birch sap udah kelar beres kulit muka skrg ga minyak lg tp ga kering kenyal repurchase yes,positive
A174,Cosrx: Low pH Good Morning Gel Cleanser,aku beli karena impulsif aja awal ngeliat review edward avila joan kim sama liah yo tentanh produk cosrx jadi aku beli sekali sama beli a sol one step clear pad snail mucin sama honey sleping mask si cleanser aku pake sendiri awal cuma aku barengin sama one step clear pad aja tiap malam bener bener baru x pake tuh jerawat mendem yg tadi baru mau naik langsung ilang syok banget jerawat udah jg langsung kecil besok kering jadi turut kalo si cleanser di comboin sama one step clear pad juara banget definitely going to repurchase,positive
A175,Cosrx: Low pH Good Morning Gel Cleanser,suka banget sama cleanser aku sih pakenya pagi malam klao malam kadang suka cuci x biar bener bener yakin kalo udah bersih makeup so far aku pake ga bikin breakout purging ke tarik cocok bnaget buat kulit acne prone oily kaya untuk semua jenis kulit sih soal bener bener gentle banget absolutely my hg fw,positive
A176,Cosrx: Low pH Good Morning Gel Cleanser,bener bener cleanser favorite aku nga bikin kulit kering cocok buat second step double cleanser yg ngangkat sisa makeup ga di angkat first cleanser kadang aku pake buat first cleanser tanpa air pa cleanser aku abis it s worth to try,positive
A177,Cosrx: Low pH Good Morning Gel Cleanser,cobain pertama kali beli sample size aja eh baru coba x kok malah ngerasa jerawat jadi makin mateng trus gatel aku jd curiga cocok eh aku stop pake balik cleanser lama muka jadi baik beberapa hari kemudian coba deh efek tetep sama untung bom jd beli ful size nya pdahal pa dipake rasa enak banget muka jadi kenyal terus muka tidak rasa tarik jadi nih krn faktor kandung tea tre ini aku pernah pake tb tea tre oil efek sama curiga sih faktor kandung tea tre sih,negative
A178,Cosrx: Low pH Good Morning Gel Cleanser,sedih banget sat orang orang cocok pake kulit aku big big no awal suka banget sampe mingu pakai pipi beruntus aku optimis bukan produk di lanjutin makin parah sekarang muka beruntus huhu sabun cuci muka super enak ga tarik samsek kalo dia pakai sangat buat kulit lebih cerah tekstur mirip gel wangi tea trenya lumayan kenceng aku curiga gara gara ada kandung tea trenya makanya aku jadi bo awal pakai memang buat gatal tapi aku tetep paksain efek lumayan bagus tapi ya jodoh untung beli share in jar jadi ga nyesek tau ga cocok,negative
A179,Cosrx: Low pH Good Morning Gel Cleanser,kulit ku tandus kering kerontang bagai gurun pasir ga cocok sama sekali pake make my face bo and kering parah ada malah tambah parah minat nyoba aku preloved baru pake x lokasi bandung,negative
A180,Cosrx: Low pH Good Morning Gel Cleanser,huf ga cocok padahal udah harap banyak kulit kering jerawat pertama kali beli harap ngobatin awal pakai bikin jerawat gede sakit aku pikir bukan produk besok jerawat sembuh aku pake nyata muncul banyak super sakit akhir nyadar kalo produk ga cocok aku sob,negative
A181,Cosrx: Low pH Good Morning Gel Cleanser,cukup sedih karna sekian kali bisa pakai produk cosrx beberapa produk belum aku stop jadin preloved karna ga kasih efek apa apa wajah aku sekarang produk aku stop karna memang cocok gatau banyak orang cocok aku malah jadin bruntus area pipi banyak bekas jerawat kaya akan mau bangkitin jerawat jerawat udah mati awal pakai suka banget karna bener bener mild ga bikin kulit rasa tarik habis cuci muka telah hari pakai udah mulai muncul bruntus terus tetep aku pakai maksa karna penasaran apa produk yang bikin bruntus produk yang baru aku pakai telah produk yang baru aku pakai di stop nyata juga bruntus mulai nyebar area jidat akhir aku putus bener bener stop pakai sekarang aku pakai krave beauty matcha hemp berkat bruntusan karna cosrx good morning gel lama lama mulai hilang,negative
A182,Cosrx: Low pH Good Morning Gel Cleanser,hai sabun muka kecintan segala beauty vloger nyata tidak jodoh wkwkw hiks hiks aku berakout parah pake kamu aku sampe pusing hopeles bingung banget jerawat gede gede gin sampe puluh biji eak muncul muka aku hari selaly muncul ga ilang bermingu aku pusinh sayang tp malam hari aku beri ilham renung malam hari nyata km sebab ku jerawat parah kayak gin udah lama ga jerawat kayak gin sebamed ter sembuh ku akhir km ku jual harga rb kita pisah sini aja tanpa muka bersih bener jerawat yg besar biji sebab oleh angsur hilang blm beli sabun cuci muka lg mau beli hadalabo arbutin brag cuka apel banding kulit sensitif kecintan ku bantu ku akhir kulit ku angsur baik maf terimakasih km mahal buat sabun cuci muka doang bwek p,negative
A183,Cosrx: Low pH Good Morning Gel Cleanser,produk kandung tea tre oil yg which is gue sama sekali ga cocok sama skincare apa yg kandung sedih deh harga lumayan bgt padahal huhu ini packagingnya aga jelek turut kalo kirim gt rawan bocor padahal lakban uda penuh buble wrap uda mayan tebel tiap abis cuci muka babay deh jerawat selalu muncul uda bkn bruntusan tp langsung jerawat,negative
A184,Cosrx: Low pH Good Morning Gel Cleanser,sedih baru kali pake malah bikin beruntus muka dehidrasi bener terlalu makan review padahal semua review cocok muka sendiri yang mau beli kondisi karena baru kali dipake,negative
A185,Cosrx: Low pH Good Morning Gel Cleanser,baru kali pake pingir hidung langsung kering hiks besok pagi langsung beruntus dahi padahal baca baca review orang yg kulit sensitif acne prone cocok jadi pede banget bakal cocok jg eh beli fulsize huhuhuhu kayak memang ga cocok pke bha walaupun yg bahan natural hayo siapa yg mau beli hiks,negative
A186,Cosrx: Low pH Good Morning Gel Cleanser,sadly sangat ga cocok aku muka langsung bruntusan gradakan ga jelas langsung pakai pertama bagus sih sebenernya waktu aku pake nga bikin efek keset gitu wangi herbal tp ga gangu harga jg lumayan lah dgn isi yg banyak udah lanjur beli yg ful size ga cocok akhir aku jadin makeup cleaner aja deh hehe,negative
A187,Cosrx: Low pH Good Morning Gel Cleanser,beli liat kakak temenku pori pori lebih kalem pakai latah beli pa coba zonk banget terlalu kering mungkin karena low ph ya aku pakai pa libur bandung makin parah dong kulit kering dehydrated gitu ampe banyak dry patch padahal kulit oily parah panik banget pake jadi bencana repurchase no,negative
A188,Cosrx: Low pH Good Morning Gel Cleanser,cleanser cosrx bagus sih ga terlalu ngelembabin kulit sedikit bikin breakout bruntusan gatau apa yg salah so ga kepake mau aku preloved aja lah baru x kupake sisa banyak banget mau aku jual aja lokasi semarang lewat shope udah buat gratis ongkir kl mau liat foto lngsung no,negative
A189,Cosrx: Low pH Good Morning Gel Cleanser,bener bener gacocok pke beli yg fulsize gataunya wajah malah makin minyak kirain bukan karna pake gataunya pa ganti cuci muka yg lama muka ga minyak lg pdhl pgn bgt cocok sama harga cukup murah krn isi lumayan banyak skrg sisa persen kalo yg mau nyoba wa aku,negative
A190,Cosrx: Low pH Good Morning Gel Cleanser,penuh timbang akhir beli produk gara review aduhai alhamdulilah semingu pakai jerawat baru muncul tiap pagi pernah absen sedih padahal udah harap banget bakal cocok pake buat temen yg cocok beli aku pakai baru semingu kok domisili malang jatim,negative
A191,Cosrx: Low pH Good Morning Gel Cleanser,kirain ph yg bagus buat kulit ngurangin masalah kulit nyata salah sangka deh juang break out lama bulan kulit udah bagus banget iseng ken upgrade sabun muka kata low ph banyak puji nyata trouble maker dr semua usaha aku bagusin kulit baru hari pake jidat pipi sama samping idung keluar ratus tiny bump sakit banget merah sampe stres pake make up liat gada sampe skrg bingung sembuhin nya gimana i regret buy this cleanser,negative
A192,Cosrx: Low pH Good Morning Gel Cleanser,aku cinta produk seperti orang orang tidak kulit terlalu bikin keset sih gatau aku sempet curiga produk adalah sebab breakout ku waktu temenku bilang gitu cuma aku cinta mati sama cosrx nekat abis aku terusin aja pake produk sampe di satu titik aku sadar kalo emang produk yg bikin aku breakout hari aku cuma bersihin muka pake doang ga pake skincare dan hasil banyak jerawat muncul akhir aku pindah cleanser dan jerawat angsur baik,negative
A193,Cosrx: Low pH Good Morning Gel Cleanser,nyari nyari gentle cleanser akhir putus beli gatau aku tuh suka banget colong masalah ingredient aku masalah sama ada tea tre nya lagi aku baru nyadar kalau ada tea trea pa udah beli bener aja pa dipake sih enak bahkan aku hampir semingu pake gada masalah akhir nongol jerawat pa diterusin makin banyak tahu kalo emang jodoh akhir kasih sepupu pada ngangur,negative
A194,Cosrx: Low pH Good Morning Gel Cleanser,emg bener skin care cocok an aku beli karna mau ngeganti fw aku yg lama nivea facial foam tp pertama kali nyobain kering bgt tarik sih ngak cuman kering bgt sampe bagi hidung aku kering kaya sisik gitu,negative
A195,Cosrx: Low pH Good Morning Gel Cleanser,cleanser yg paling parah dlm tahun hidup kecewa banget aku beli krn reviewnya bagus semua aku beli lah ful size padahal baru mau nyoba goblok sih nyata sodara baru hari dipake wajah udh mulai bruntusan kirain krn hormon udh mau dtg bln lama kelam kok tambah parah jidat ku bruntusan t zone aku jerawat utama hidung tumbuh jerawat besar kek bisul tuhan akhir aku henti lah pake si cleanser alhamdulilah udh mending jerawat besar udh kempes bruntusan blm hilang dan lagi rata review org klo make cleanser ga rasa tarik di aku asa banget tarik sumpah inti kecewa kecewa parah repurchase big no,negative
A196,Cosrx: Low pH Good Morning Gel Cleanser,muka ancur cuma karna mg pake e ha udh pesimis krn lama thn bisa ilang ni jerawat pa udh mulai baik makan review terus beli eh x pakai muka malah jerawat makin gede merah gtu dan sakit padahal optimis bgt sm produk mau jual aj deh isi k aja,negative
A197,Cosrx: Low pH Good Morning Gel Cleanser,isi produk kayak gel bening harum segar sedikit aja busa banyak pa dipake kayak keset gitu sayang pakai pertama malah breakout area kening huhuhu kira bakal cocok isi banyak coba tetep breakout nga ubah,negative
A198,Cosrx: Low pH Good Morning Gel Cleanser,maf buat cinta cosrx sunguh deh aku ken suka cleanser tp ampun bikin kering bgt pa beli tuh kebel bgt sm claim bahwa cleanser ph nya yg mana aman buat semua kulit cuma nyata fungsi yaitu gentle exfoliate yg nyata ga cukup gentle buat kulit ku jd monmap ga rekomen buat yg kit rupa dg ku yg ada makin iritasi kulit,negative
A199,Cosrx: Low pH Good Morning Gel Cleanser,pertama mau nyobain liat dulu review d fd banyak cocok sama produk pa pertama nyobain langsung muncul jerawat gede yg arti tolak dr kulit tapi masih penasaran siapa tau telah enga tiap nyobain muncul jerawat ahirnya hari nyobain putus stop ken nyobain tapi takut kaya mending enga deh gamau ngambil resiko senang org cocok,negative
A200,Cosrx: Low pH Good Morning Gel Cleanser,nga cocok sama cleanser baru hari pakai muka jadi kering kelupas gatal padahal muka cukup oily muncul beberapa jerawat yang lumayan besar cleansernya enak pakai bikin muka kesan bersih,negative
A201,Hadalabo: Gokujyun Ultimate Moisturizing Face Wash,pertama kali coba tarik klaim fragrance fre colorant fre mampu melembabkan kulit coba kulit muka asa sangat lembut kenyal itu efek asa tarik merah kulit kelupas pokok favorit banget deh sama face wash lebih lai banyak banget guy harga lumayan murah mudah dapat hemat banget soal sekali pakai cukup besar biji jagung ga ada efek samping purging breakout bau tidak warna so far ga nemu yang bikin ga suka sama face wash dan sampe sekarang udah repurchase face wash banyak banget saking suka,positive
